name,country,latitude,longitude,population,elevation,elevation_feet,elevation_source,elevation_confidence,source,distance_km_to_alps,hospital_confidence_pct,hospital_error,hospital_in_city,hospital_reasoning
Setteville,IT,45.92125,11.93109,5820,269.0,882.5,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Kirchenviertel,AT,47.13124,15.34764,5791,377.0,1236.9,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Sterzing - Vipiteno,IT,46.8963235,11.4319398,5785,948.0,3110.2,,,osm,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.51 km)
Amras,AT,47.25,11.41667,5771,730.0,2395.0,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Lochau,AT,47.53333,9.75,5747,421.0,1381.2,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Tacherting,DE,48.07825,12.57008,5704,476.0,1561.7,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Zogno,IT,45.79378,9.65992,5694,351.0,1151.6,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.15 km)
Almenno San Salvatore,IT,45.74971,9.59699,5670,293.0,961.3,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Brannenburg,DE,47.73996,12.09166,5646,520.0,1706.0,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.10 km)
Blaichach,DE,47.54208,10.25846,5625,722.0,2368.8,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Airali,IT,44.8167,7.25157,5619,477.0,1565.0,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Susa,IT,45.13677,7.05809,5596,484.0,1587.9,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.56 km)
Saint-Martin-le-Vinoux,FR,45.20297,5.7163,5589,251.0,823.5,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.74 km)
Saint-Jorioz,FR,45.83074,6.15792,5571,476.0,1561.7,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Tavernerio,IT,45.80068,9.14054,5569,418.0,1371.4,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Kindberg,AT,47.5,15.45,5197,589.0,1932.4,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Gandino,IT,45.81088,9.89767,5541,529.0,1735.6,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Publier,FR,46.38773,6.54356,5525,481.0,1578.1,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Valle Aurina - Ahrntal,IT,46.99623,11.97988,5517,1061.0,3481.0,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Deuchendorf,AT,47.46593,15.32172,5507,544.0,1784.8,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Cumiana,IT,44.97629,7.37761,5498,350.0,1148.3,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Judendorf,AT,47.4,15.1,5475,673.0,2208.0,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 2.46 km)
Völkendorf,AT,46.60806,13.83153,5474,515.0,1689.6,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 2.16 km)
Fischbachau,DE,47.71952,11.95081,5471,774.0,2539.4,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Breganze,IT,45.70489,11.56074,5470,117.0,383.9,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.55 km)
Aviano-Castello,IT,46.06759,12.58324,5465,161.0,528.2,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.59 km)
Waakirchen,DE,47.7725,11.67315,5464,767.0,2516.4,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Rohrdorf,DE,47.79713,12.1701,5460,473.0,1551.8,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Saint-Alban-Leysse,FR,45.58333,5.95,5452,298.0,977.7,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.02 km)
Mühlau,AT,47.28333,11.4,5435,691.0,2267.1,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.66 km)
Varallo Sesia,IT,45.81383,8.25814,5427,454.0,1489.5,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.54 km)
Aschau im Chiemgau,DE,47.77689,12.32297,5410,598.0,1961.9,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.73 km)
Bussoleno,IT,45.1397,7.14432,5396,449.0,1473.1,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.76 km)
Vobarno,IT,45.64153,10.49866,5395,256.0,839.9,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Thyez,FR,46.08249,6.53777,5383,470.0,1542.0,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Oberammergau,AT,47.59812,11.06692,5344,844.0,2769.0,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.01 km)
Hopfgarten im Brixental,DE,47.4504996,12.1558791,5365,597.0,1958.7,opentopo,0.9,osm,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Sterzing,IT,46.89313,11.42961,5356,945.0,3100.4,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.63 km)
Ala,IT,45.76072,11.00458,5331,178.0,584.0,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Schönau am Königssee,DE,47.60055,12.98704,5319,567.0,1860.2,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.60 km)
Wölfnitz,AT,46.66639,14.25806,5316,456.0,1496.1,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Riedering,DE,47.83874,12.20778,5315,482.0,1581.4,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Iseo,IT,45.65883,10.05024,5311,193.0,633.2,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.52 km)
Lavena Ponte Tresa,IT,45.9671,8.85725,5268,278.0,912.1,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Piding,DE,47.76667,12.91667,5259,447.0,1466.5,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Lovere,IT,45.81379,10.06995,5255,211.0,692.3,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.71 km)
Lind,AT,46.62244,13.84715,5252,514.0,1686.4,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.10 km)
Dietramszell,DE,47.84871,11.5953,5252,686.0,2250.7,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Pisogne,IT,45.80777,10.11023,5248,184.0,603.7,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Kirchberg in Tirol,AT,47.44539,12.31602,5245,823.0,2700.1,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Santorso,IT,45.73383,11.38785,5236,202.0,662.7,opentopo,0.9,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 2.22 km)
Mattarello,IT,46.00865,11.12984,5214,202.0,662.7,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Trans-en-Provence,FR,43.50326,6.48641,5209,149.0,488.8,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
La Mure,FR,44.90145,5.78874,5190,855.0,2805.1,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.61 km)
Arbizzano-Santa Maria,IT,45.49489,10.93831,5148,89.0,292.0,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Weitnau,DE,47.64171,10.12732,5143,789.0,2588.6,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Cosio Valtellino,IT,46.13509,9.55164,5135,225.0,738.2,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.70 km)
Axams,AT,47.23111,11.27892,5130,880.0,2887.1,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Megève,FR,45.85687,6.61775,5129,1104.0,3622.0,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Rottenmann,DE,47.524226,14.3585643,5111,691.0,2267.1,open_elevation,0.85,osm,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 0.65 km)
Canzo,IT,45.84867,9.27063,5109,397.0,1302.5,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Rottach-Egern,DE,47.68966,11.77065,5106,736.0,2414.7,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Ponte nelle Alpi-Polpet,IT,46.18833,12.27833,5089,398.0,1305.8,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Villanuova sul Clisi,IT,45.59938,10.45275,5067,216.0,708.7,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.60 km)
Egling,DE,47.92316,11.50517,5061,609.0,1998.0,opentopo,0.9,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
Barberaz,FR,45.56179,5.94306,5059,281.0,921.9,open_elevation,0.85,geonames,0.0,95,,yes,OSM hospital within 3.0 km of centroid (nearest 1.75 km)
Almese,IT,45.11915,7.40111,5009,430.0,1410.8,open_elevation,0.85,geonames,0.0,80,,no,No OSM hospital within 3.0 km of centroid
